<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,60,20170222,150000,136.9200000,136.9200000,136.2800000,136.4300000,3958870
GAZP,60,20170222,160000,136.4100000,136.7800000,136.0500000,136.3100000,3526770
GAZP,60,20170222,170000,136.2900000,136.7000000,136.1600000,136.3500000,2962490
GAZP,60,20170222,180000,136.3500000,136.8400000,136.2100000,136.6800000,4217860
GAZP,60,20170224,100000,136.5100000,136.7000000,135.7000000,136.3400000,2417480
GAZP,60,20170224,110000,136.4000000,136.4900000,135.8700000,136.0300000,1632540
GAZP,60,20170224,120000,136.0400000,136.1300000,135.6000000,135.9200000,1812890
GAZP,60,20170224,130000,135.9000000,136.1600000,135.6500000,136.1600000,1060430
GAZP,60,20170224,140000,136.1600000,137.1600000,136.1600000,136.4300000,2855330
GAZP,60,20170224,150000,136.4600000,136.6500000,136.1500000,136.2800000,912980
GAZP,60,20170224,160000,136.3000000,136.6900000,136.2700000,136.6300000,992750
GAZP,60,20170224,170000,136.6300000,137.2000000,136.2400000,136.7500000,2779070
GAZP,60,20170224,180000,136.7800000,137.0000000,136.3300000,136.7500000,2696730
GAZP,60,20170227,100000,137.1500000,137.4800000,137.0300000,137.2000000,1819030
GAZP,60,20170227,110000,137.2000000,137.2000000,136.3300000,136.5000000,2511080
GAZP,60,20170227,120000,136.4600000,136.6200000,135.8000000,136.3700000,3004220
GAZP,60,20170227,130000,136.3700000,136.5900000,135.8800000,136.0000000,1707070
GAZP,60,20170227,140000,136.0400000,136.2300000,135.9000000,136.0700000,1169990
GAZP,60,20170227,150000,136.0400000,136.1700000,135.6300000,135.8000000,2482650
GAZP,60,20170227,160000,135.8000000,135.8300000,135.2900000,135.5200000,3616440
GAZP,60,20170227,170000,135.5000000,135.6300000,135.1100000,135.3300000,3779580
GAZP,60,20170227,180000,135.3500000,135.8000000,135.0700000,135.0700000,3943740
GAZP,60,20170228,100000,135.7000000,135.8900000,134.6000000,134.7800000,9774500
GAZP,60,20170228,110000,134.8000000,135.6000000,134.5000000,135.1400000,9233450
GAZP,60,20170228,120000,135.1500000,135.1500000,134.5500000,134.5700000,4028860
GAZP,60,20170228,130000,134.5700000,134.7000000,134.0100000,134.0100000,6686650
GAZP,60,20170228,140000,134.0100000,134.0600000,133.5500000,133.5800000,8362420
GAZP,60,20170228,150000,133.5800000,133.6500000,133.0500000,133.3200000,7607050
GAZP,60,20170228,160000,133.3200000,133.6300000,133.1100000,133.5000000,3701520
GAZP,60,20170228,170000,133.5300000,133.6100000,132.5500000,132.6100000,9862680
GAZP,60,20170228,180000,132.6100000,134.0000000,132.0000000,134.0000000,39315010
GAZP,60,20170301,100000,133.4500000,134.9900000,133.0000000,134.0500000,10053130
GAZP,60,20170301,110000,134.0600000,134.5000000,133.0600000,133.7100000,7727360
GAZP,60,20170301,120000,133.7200000,134.4400000,133.5200000,134.0800000,3877990
GAZP,60,20170301,130000,134.0500000,134.5000000,133.8400000,133.9500000,1803200
GAZP,60,20170301,140000,133.9500000,134.0300000,133.2800000,133.9300000,2433960
GAZP,60,20170301,150000,133.9300000,134.0900000,133.3000000,133.9100000,2943430
GAZP,60,20170301,160000,133.8900000,134.2400000,133.6200000,134.0900000,2010860
GAZP,60,20170301,170000,134.0900000,134.2300000,133.7200000,134.2300000,2609490
GAZP,60,20170301,180000,134.2300000,134.5000000,133.8500000,133.8500000,4629770
GAZP,60,20170302,100000,134.0500000,134.9200000,133.7300000,134.6700000,3243080
GAZP,60,20170302,110000,134.6400000,135.1000000,133.8200000,134.5000000,6290570
GAZP,60,20170302,120000,134.5100000,134.5700000,132.9100000,133.2400000,5275010
GAZP,60,20170302,130000,133.2500000,133.4600000,132.4500000,132.8200000,4289330
GAZP,60,20170302,140000,132.8400000,132.9900000,132.3500000,132.7000000,3908430
GAZP,60,20170302,150000,132.6900000,132.9000000,132.0000000,132.2000000,3731520
GAZP,60,20170302,160000,132.1800000,133.0800000,132.1000000,133.0000000,4455160
GAZP,60,20170302,170000,133.0000000,133.0000000,131.3000000,131.6700000,7198500
GAZP,60,20170302,180000,131.6300000,131.8800000,131.3000000,131.3000000,4254650
GAZP,60,20170303,100000,131.1500000,132.7300000,130.6400000,132.6000000,6142450
GAZP,60,20170303,110000,132.6000000,133.6700000,132.1500000,133.5800000,8405060
GAZP,60,20170303,120000,133.5800000,133.9400000,132.9100000,133.0100000,4966250
GAZP,60,20170303,130000,133.0300000,133.2000000,132.6000000,132.9000000,2604900
GAZP,60,20170303,140000,132.8500000,133.6700000,132.8200000,133.5400000,1816310
GAZP,60,20170303,150000,133.5600000,133.7900000,133.3600000,133.6200000,1612770
GAZP,60,20170303,160000,133.6200000,134.0900000,133.3500000,133.5100000,2978460
GAZP,60,20170303,170000,133.5300000,134.8800000,133.4800000,134.8500000,5327970
GAZP,60,20170303,180000,134.8600000,134.9000000,134.2100000,134.8000000,6078340
GAZP,60,20170306,100000,134.8400000,135.9700000,134.8300000,135.2300000,6221430
GAZP,60,20170306,110000,135.2500000,135.8300000,134.8600000,135.2900000,4091460
GAZP,60,20170306,120000,135.2800000,135.4900000,134.5500000,135.4200000,3286430
GAZP,60,20170306,130000,135.4000000,135.7500000,135.3000000,135.4500000,1758760
GAZP,60,20170306,140000,135.4300000,135.8900000,135.3300000,135.8000000,1785010
GAZP,60,20170306,150000,135.8000000,135.8500000,135.3500000,135.5200000,1956370
GAZP,60,20170306,160000,135.5100000,135.5300000,134.8800000,134.9200000,2709990
GAZP,60,20170306,170000,134.9100000,135.1200000,134.7100000,135.0000000,1898100
GAZP,60,20170306,180000,135.0100000,135.0400000,134.3200000,134.6000000,4329790
GAZP,60,20170307,100000,135.1300000,135.1300000,134.0700000,134.4500000,1765650
GAZP,60,20170307,110000,134.4500000,134.9500000,134.0900000,134.2100000,2786950
GAZP,60,20170307,120000,134.2100000,134.2100000,133.0000000,133.4100000,4445780
GAZP,60,20170307,130000,133.4100000,133.4500000,132.1700000,132.3500000,5225560
GAZP,60,20170307,140000,132.3500000,132.7200000,131.9700000,132.2000000,3227850
GAZP,60,20170307,150000,132.2300000,132.4400000,132.0000000,132.2000000,1661400
GAZP,60,20170307,160000,132.2000000,132.5500000,131.9000000,132.5500000,2457490
GAZP,60,20170307,170000,132.5500000,132.6400000,132.1800000,132.3100000,3885970
GAZP,60,20170307,180000,132.2900000,133.1200000,132.2800000,132.8900000,3395060
GAZP,60,20170309,100000,132.0500000,133.1500000,131.0200000,133.1400000,5209640
GAZP,60,20170309,110000,133.1000000,133.2600000,130.7000000,131.4900000,11132770
GAZP,60,20170309,120000,131.4700000,131.9200000,130.5900000,131.0100000,5341450
GAZP,60,20170309,130000,131.0300000,131.3700000,130.3300000,130.7500000,5957240
GAZP,60,20170309,140000,130.7800000,130.9300000,130.2300000,130.4100000,3961450
GAZP,60,20170309,150000,130.4300000,130.8800000,130.0000000,130.0400000,5176390
GAZP,60,20170309,160000,130.1200000,130.4000000,129.6100000,129.9100000,5532440
GAZP,60,20170309,170000,129.9000000,129.9900000,129.1500000,129.1900000,5497170
GAZP,60,20170309,180000,129.2300000,129.6800000,128.8100000,129.0000000,5269820
GAZP,60,20170310,100000,129.2500000,130.3900000,127.8000000,129.7200000,10634750
GAZP,60,20170310,110000,129.7200000,130.8800000,129.6100000,130.1100000,5876480
GAZP,60,20170310,120000,130.0900000,130.5000000,129.5500000,129.9200000,2755440
GAZP,60,20170310,130000,129.9200000,130.3100000,129.6100000,130.0700000,2723880
GAZP,60,20170310,140000,130.0500000,130.2000000,129.6900000,129.8200000,754940
GAZP,60,20170310,150000,129.7800000,129.9400000,129.1000000,129.7500000,1908960
GAZP,60,20170310,160000,129.7500000,130.1700000,129.2700000,129.4800000,3033090
GAZP,60,20170310,170000,129.4600000,129.6300000,128.5700000,129.0700000,3097270
GAZP,60,20170310,180000,129.0700000,129.1100000,128.4200000,128.7800000,2697900
GAZP,60,20170313,100000,128.7000000,129.1500000,127.8200000,128.0700000,6871140
GAZP,60,20170313,110000,128.0800000,129.2100000,127.9600000,128.8300000,6269600
GAZP,60,20170313,120000,128.8300000,129.0700000,128.3900000,128.9700000,3457880
GAZP,60,20170313,130000,128.9800000,129.9500000,128.9800000,129.7700000,6024490
GAZP,60,20170313,140000,129.7600000,130.5500000,129.5600000,130.3700000,3857140
GAZP,60,20170313,150000,130.3200000,130.4700000,129.7100000,130.1400000,2511960
GAZP,60,20170313,160000,130.1400000,130.1800000,129.7400000,129.7800000,1700900
GAZP,60,20170313,170000,129.8000000,130.0100000,129.7000000,129.9600000,1841850
GAZP,60,20170313,180000,129.9700000,130.0300000,129.7100000,129.9300000,1751880
GAZP,60,20170314,100000,130.0200000,130.9000000,129.8600000,130.8300000,5194840
GAZP,60,20170314,110000,130.8500000,131.3400000,130.6500000,131.1500000,4278290
GAZP,60,20170314,120000,131.1800000,131.2400000,130.6200000,130.7900000,2429600
GAZP,60,20170314,130000,130.7800000,130.8700000,130.2200000,130.4000000,3145470
GAZP,60,20170314,140000,130.4500000,130.7600000,129.7200000,129.8700000,4016510
GAZP,60,20170314,150000,129.8700000,129.9400000,128.3200000,128.4000000,9230110
GAZP,60,20170314,160000,128.3600000,128.9300000,128.3400000,128.8700000,4949570
GAZP,60,20170314,170000,128.8800000,128.9600000,128.5000000,128.7700000,2369270
GAZP,60,20170314,180000,128.7900000,129.1500000,128.4700000,128.8000000,3823810
GAZP,60,20170315,100000,129.2300000,129.6900000,129.0000000,129.4800000,2529580
GAZP,60,20170315,110000,129.4500000,129.6400000,128.4100000,128.4800000,4340270
GAZP,60,20170315,120000,128.4800000,128.8400000,128.0700000,128.1400000,3631480
GAZP,60,20170315,130000,128.1700000,128.2300000,127.8500000,128.2100000,3551250
GAZP,60,20170315,140000,128.2300000,128.2600000,127.5000000,127.5100000,2924610
GAZP,60,20170315,150000,127.5000000,127.8200000,127.4100000,127.5800000,4482690
GAZP,60,20170315,160000,127.6000000,127.7300000,127.2000000,127.5800000,3947100
GAZP,60,20170315,170000,127.6200000,127.7900000,127.5100000,127.6600000,3129280
GAZP,60,20170315,180000,127.6300000,127.9000000,127.5600000,127.6000000,2438290
GAZP,60,20170316,100000,128.4200000,128.9800000,128.1200000,128.3500000,5095780
GAZP,60,20170316,110000,128.3800000,128.8900000,128.0100000,128.0900000,4248850
GAZP,60,20170316,120000,128.1200000,129.3000000,127.7700000,129.0200000,5892450
GAZP,60,20170316,130000,129.0200000,129.2900000,128.6700000,129.0000000,3838990
GAZP,60,20170316,140000,129.0200000,129.2000000,128.8200000,128.9300000,3037210
GAZP,60,20170316,150000,128.9300000,128.9800000,128.1000000,128.1500000,12040200
GAZP,60,20170316,160000,128.1500000,128.7700000,128.0800000,128.7500000,3857050
GAZP,60,20170316,170000,128.7500000,128.9000000,127.7100000,128.0000000,7373390
GAZP,60,20170316,180000,127.9900000,128.1800000,127.6100000,128.0500000,5888590
GAZP,60,20170317,100000,128.1300000,128.9700000,128.0100000,128.7800000,4004490
GAZP,60,20170317,110000,128.7900000,129.3300000,128.4300000,129.1400000,3709910
GAZP,60,20170317,120000,129.1400000,130.4200000,128.9000000,130.1700000,9685380
GAZP,60,20170317,130000,130.1300000,130.2800000,129.3800000,129.6000000,3225790
GAZP,60,20170317,140000,129.6200000,130.2600000,129.4600000,129.6800000,2178380
GAZP,60,20170317,150000,129.6800000,130.1700000,129.6500000,129.8700000,2061200
GAZP,60,20170317,160000,129.8300000,129.9700000,129.1300000,129.2000000,2016220
GAZP,60,20170317,170000,129.1800000,129.3000000,128.5000000,128.5900000,6361110
GAZP,60,20170317,180000,128.5900000,129.0500000,128.3700000,128.9400000,9606370
GAZP,60,20170320,100000,129.3400000,130.0000000,128.9100000,129.6300000,3663880
GAZP,60,20170320,110000,129.6700000,130.1300000,129.2300000,129.5400000,4348110
GAZP,60,20170320,120000,129.5500000,129.6300000,128.6100000,128.6600000,3765790
GAZP,60,20170320,130000,128.6600000,128.9000000,128.4100000,128.6000000,3004400
GAZP,60,20170320,140000,128.6400000,128.8200000,128.4200000,128.6500000,1815560
GAZP,60,20170320,150000,128.6500000,128.6600000,128.0200000,128.2600000,2327930
GAZP,60,20170320,160000,128.2400000,128.9400000,128.1500000,128.8100000,1476600
GAZP,60,20170320,170000,128.8300000,129.3200000,128.6500000,128.8100000,4615550
GAZP,60,20170320,180000,128.7600000,129.0000000,128.6200000,128.7900000,5273330
GAZP,60,20170321,100000,129.0200000,129.9000000,128.8200000,129.7700000,4807430
GAZP,60,20170321,110000,129.7700000,130.0500000,129.1600000,129.4100000,4532540
GAZP,60,20170321,120000,129.3600000,129.5000000,128.5100000,128.9100000,4150000
GAZP,60,20170321,130000,128.9000000,129.3800000,128.9000000,129.1500000,1152610
GAZP,60,20170321,140000,129.1500000,129.7500000,129.0800000,129.3700000,3252110
GAZP,60,20170321,150000,129.3800000,129.7500000,129.2500000,129.6100000,1574770
GAZP,60,20170321,160000,129.5800000,130.4200000,129.5500000,130.1200000,6905260
GAZP,60,20170321,170000,130.1300000,130.3500000,129.6500000,130.0400000,4048630
GAZP,60,20170321,180000,130.0500000,130.1000000,129.0000000,129.3000000,7435170
GAZP,60,20170322,100000,129.0700000,130.0400000,128.9000000,129.7000000,4488680
GAZP,60,20170322,110000,129.7200000,130.0400000,129.1800000,129.4500000,2797550
GAZP,60,20170322,120000,129.4800000,129.5800000,129.0200000,129.2700000,2638840
GAZP,60,20170322,130000,129.2500000,130.0000000,129.0700000,129.8800000,1843390
GAZP,60,20170322,140000,129.8700000,130.4100000,129.7200000,130.2100000,3853520
GAZP,60,20170322,150000,130.2100000,130.2900000,129.8300000,130.1900000,2900400
GAZP,60,20170322,160000,130.1900000,131.1000000,130.0000000,130.9300000,6493830
GAZP,60,20170322,170000,130.9600000,131.1000000,130.2600000,130.9700000,4834850
GAZP,60,20170322,180000,130.9700000,131.6500000,130.7900000,131.6500000,6327490
GAZP,60,20170323,100000,131.7900000,132.9400000,131.7000000,132.5000000,10008290
GAZP,60,20170323,110000,132.5100000,132.6400000,131.7000000,131.7700000,6070120
GAZP,60,20170323,120000,131.8000000,132.2100000,131.5500000,132.1700000,3753130
GAZP,60,20170323,130000,132.1700000,132.2400000,131.5200000,131.5200000,3041820
GAZP,60,20170323,140000,131.5200000,131.7600000,130.7200000,130.9300000,4168500
GAZP,60,20170323,150000,130.9100000,131.2100000,130.4000000,130.7100000,2723230
GAZP,60,20170323,160000,130.6400000,131.0000000,130.3400000,130.4000000,2310840
GAZP,60,20170323,170000,130.3900000,130.7600000,130.2200000,130.4500000,3175980
GAZP,60,20170323,180000,130.4700000,131.0000000,130.4200000,130.9900000,4088390
GAZP,60,20170324,100000,130.7700000,131.4800000,130.6700000,131.1700000,1802950
GAZP,60,20170324,110000,131.1700000,131.2400000,130.0500000,130.1700000,3121110
GAZP,60,20170324,120000,130.1900000,130.5000000,130.1300000,130.2200000,2284050
GAZP,60,20170324,130000,130.2000000,130.5000000,129.7200000,130.0500000,3121600
GAZP,60,20170324,140000,130.0200000,130.3700000,129.8200000,130.2100000,1433590
GAZP,60,20170324,150000,130.1900000,130.4400000,130.1000000,130.3000000,1152220
GAZP,60,20170324,160000,130.2800000,131.0400000,130.2400000,130.7900000,3057200
GAZP,60,20170324,170000,130.7400000,130.9100000,130.3100000,130.4100000,1580940
GAZP,60,20170324,180000,130.4000000,130.4200000,129.9400000,130.0500000,2990630
GAZP,60,20170327,100000,129.4500000,129.4700000,128.1100000,128.1500000,8827540
GAZP,60,20170327,110000,128.1900000,128.4200000,127.8800000,128.0800000,4107770
GAZP,60,20170327,120000,128.0600000,128.2300000,127.6200000,127.7300000,3263970
GAZP,60,20170327,130000,127.7000000,127.9100000,127.5200000,127.6400000,1791030
GAZP,60,20170327,140000,127.6200000,128.1500000,127.4100000,127.9500000,2882880
GAZP,60,20170327,150000,127.9500000,128.1000000,127.7900000,127.9300000,853560
GAZP,60,20170327,160000,127.9200000,128.4200000,127.7300000,128.3900000,1634290
GAZP,60,20170327,170000,128.3900000,128.8300000,128.3000000,128.7800000,2865750
GAZP,60,20170327,180000,128.7800000,128.9600000,128.7000000,128.8000000,2688670
GAZP,60,20170328,100000,129.0000000,129.4300000,128.1600000,128.8500000,3608170
GAZP,60,20170328,110000,128.7800000,129.1900000,128.3200000,129.1200000,2055570
GAZP,60,20170328,120000,129.1200000,129.3600000,128.8000000,128.8500000,1604180
GAZP,60,20170328,130000,128.8300000,128.9500000,128.6100000,128.7500000,1017930
GAZP,60,20170328,140000,128.7700000,129.4200000,128.5100000,129.2900000,2179780
GAZP,60,20170328,150000,129.2900000,129.6000000,129.0000000,129.1100000,2794740
GAZP,60,20170328,160000,129.1100000,129.2500000,128.2000000,128.4600000,3240020
GAZP,60,20170328,170000,128.4100000,128.6600000,128.1000000,128.5700000,3050180
GAZP,60,20170328,180000,128.5400000,129.2000000,128.4000000,129.2000000,4096160
GAZP,60,20170329,100000,129.1300000,129.6000000,129.0600000,129.5400000,2758780
GAZP,60,20170329,110000,129.5200000,129.7800000,129.1000000,129.1100000,2322580
GAZP,60,20170329,120000,129.1700000,129.4300000,128.8500000,128.9600000,1469960
GAZP,60,20170329,130000,128.9700000,129.1500000,128.8000000,128.9900000,1370650
GAZP,60,20170329,140000,128.9900000,129.0500000,128.8100000,128.9000000,773240
GAZP,60,20170329,150000,128.9000000,129.2900000,128.8100000,129.0000000,1024900
GAZP,60,20170329,160000,129.0300000,129.2400000,128.8900000,129.2300000,1037830
GAZP,60,20170329,170000,129.2200000,129.2700000,128.6500000,129.2000000,2567280
GAZP,60,20170329,180000,129.1800000,129.2400000,128.5500000,128.8100000,2459530
GAZP,60,20170330,100000,129.1500000,129.9900000,128.9000000,129.7100000,5883510
GAZP,60,20170330,110000,129.6900000,129.7400000,129.1200000,129.1700000,2157730
GAZP,60,20170330,120000,129.1500000,129.2600000,128.8500000,128.9100000,1729320
GAZP,60,20170330,130000,128.9100000,128.9300000,128.5000000,128.6500000,3473650
GAZP,60,20170330,140000,128.6100000,128.8500000,128.3800000,128.3800000,2890470
GAZP,60,20170330,150000,128.4000000,128.9500000,128.2300000,128.9000000,2275560
GAZP,60,20170330,160000,128.8800000,129.4300000,128.8400000,128.8900000,3600530
GAZP,60,20170330,170000,128.9300000,128.9300000,128.2000000,128.5500000,5219810
GAZP,60,20170330,180000,128.5100000,128.5800000,128.2500000,128.4900000,1452280
GAZP,60,20170331,100000,128.4900000,128.6400000,127.8200000,127.9000000,4696490
GAZP,60,20170331,110000,127.9100000,128.4400000,127.9000000,128.2500000,4168950
GAZP,60,20170331,120000,128.2300000,128.3700000,127.9200000,128.1200000,1995450
GAZP,60,20170331,130000,128.1700000,128.2800000,127.7200000,127.8200000,3802110
GAZP,60,20170331,140000,127.8400000,128.1300000,127.8100000,127.9100000,1409140
GAZP,60,20170331,150000,127.8800000,128.0000000,127.7700000,127.7900000,869560
GAZP,60,20170331,160000,127.8400000,127.9600000,127.4500000,127.7500000,3939460
GAZP,60,20170331,170000,127.7600000,127.8000000,126.8000000,127.5100000,4690250
GAZP,60,20170331,180000,127.5300000,127.9000000,127.2000000,127.9000000,3481270
GAZP,60,20170403,100000,128.0900000,128.1500000,127.4200000,127.7400000,3541100
GAZP,60,20170403,110000,127.7500000,128.3500000,127.5700000,127.8800000,1717710
GAZP,60,20170403,120000,127.9000000,128.2900000,127.8700000,128.1000000,3118020
GAZP,60,20170403,130000,128.1600000,128.5000000,128.1100000,128.2000000,1569200
